Date;Close
20-02-2025;493.150
19-02-2025;496.950
18-02-2025;493.560
17-02-2025;491.100
14-02-2025;489.670
13-02-2025;493.280
12-02-2025;489.990
11-02-2025;492.380
10-02-2025;493.120
07-02-2025;489.200
06-02-2025;492.460
05-02-2025;488.030
04-02-2025;488.470
03-02-2025;488.360
31-01-2025;489.550
30-01-2025;491.300
29-01-2025;490.640
28-01-2025;492.960
27-01-2025;484.090
24-01-2025;489.930
23-01-2025;497.570
22-01-2025;494.170
21-01-2025;492.120
20-01-2025;488.650
17-01-2025;493.460
16-01-2025;488.840
15-01-2025;490.790
14-01-2025;481.940
13-01-2025;486.420
10-01-2025;483.230
09-01-2025;488.790
08-01-2025;488.830
07-01-2025;484.280
06-01-2025;489.060
03-01-2025;491.350
02-01-2025;485.510
31-12-2024;483.640
30-12-2024;484.780
27-12-2024;487.790
24-12-2024;495.120
23-12-2024;490.120
20-12-2024;486.170
19-12-2024;481.260
18-12-2024;477.690
17-12-2024;489.850
16-12-2024;490.350
13-12-2024;490.680
12-12-2024;493.280
11-12-2024;495.440
10-12-2024;491.140
09-12-2024;487.820
06-12-2024;491.650
05-12-2024;491.270
04-12-2024;494.260
03-12-2024;491.740
02-12-2024;493.930
28-11-2024;485.960
27-11-2024;485.220
26-11-2024;490.810
25-11-2024;488.250
22-11-2024;490.620
21-11-2024;484.070
20-11-2024;481.190
19-11-2024;478.580
18-11-2024;476.810
15-11-2024;476.700
14-11-2024;480.670
13-11-2024;482.270
12-11-2024;481.810
11-11-2024;481.310
08-11-2024;476.170
07-11-2024;471.390
06-11-2024;471.110
05-11-2024;452.460
04-11-2024;447.460
01-11-2024;450.640
31-10-2024;449.220
30-10-2024;458.300
29-10-2024;462.920
28-10-2024;462.140
25-10-2024;460.200
24-10-2024;461.340
23-10-2024;461.240
22-10-2024;463.810
21-10-2024;462.670
18-10-2024;462.260
17-10-2024;461.780
16-10-2024;460.120
15-10-2024;456.600
14-10-2024;459.670
11-10-2024;454.070
10-10-2024;452.490
09-10-2024;452.250
08-10-2024;448.460
07-10-2024;443.720
03-10-2024;442.290
02-10-2024;442.070
01-10-2024;440.460
30-09-2024;442.190
27-09-2024;439.170
26-09-2024;439.910
25-09-2024;437.670
24-09-2024;438.880
23-09-2024;438.180
20-09-2024;436.920
19-09-2024;439.100
18-09-2024;431.990
17-09-2024;432.800
16-09-2024;433.110
13-09-2024;434.470
12-09-2024;434.090
11-09-2024;432.160
10-09-2024;427.110
09-09-2024;424.580
06-09-2024;417.080
05-09-2024;425.100
04-09-2024;425.860
03-09-2024;428.640
02-09-2024;437.320
30-08-2024;437.420
29-08-2024;433.600
28-08-2024;432.120
27-08-2024;433.550
26-08-2024;432.300
23-08-2024;433.310
22-08-2024;430.100
21-08-2024;433.810
20-08-2024;432.870
19-08-2024;435.700
16-08-2024;433.930
15-08-2024;432.890
14-08-2024;424.250
13-08-2024;425.590
12-08-2024;419.110
09-08-2024;419.060
08-08-2024;417.700
07-08-2024;407.330
06-08-2024;410.410
05-08-2024;404.790
02-08-2024;420.260
01-08-2024;432.100
31-07-2024;437.520
30-07-2024;431.600
29-07-2024;433.890
26-07-2024;431.470
25-07-2024;427.030
24-07-2024;430.260
23-07-2024;441.400
22-07-2024;440.890
19-07-2024;435.410
18-07-2024;437.710
17-07-2024;441.270
16-07-2024;449.340
15-07-2024;444.890
12-07-2024;443.810
11-07-2024;441.950
10-07-2024;448.810
09-07-2024;443.980
08-07-2024;442.310
05-07-2024;441.870
03-07-2024;440.510
02-07-2024;440.070
28-06-2024;437.040
27-06-2024;438.750
26-06-2024;440.520
25-06-2024;439.480
24-06-2024;435.830
21-06-2024;439.260
20-06-2024;438.510
19-06-2024;439.010
18-06-2024;439.490
17-06-2024;438.860
14-06-2024;436.880
13-06-2024;433.530
12-06-2024;429.200
11-06-2024;430.060
10-06-2024;428.080
07-06-2024;424.450
06-06-2024;422.300
05-06-2024;422.990
04-06-2024;417.620
03-06-2024;417.110
31-05-2024;416.910
30-05-2024;413.530
29-05-2024;417.460
28-05-2024;418.010
27-05-2024;417.880
24-05-2024;418.440
22-05-2024;417.940
20-05-2024;416.610
17-05-2024;415.630
16-05-2024;415.490
15-05-2024;416.200
14-05-2024;412.270
13-05-2024;411.090
10-05-2024;412.170
09-05-2024;411.140
08-05-2024;410.130
07-05-2024;409.380
06-05-2024;408.950
03-05-2024;405.460
02-05-2024;402.950
30-04-2024;401.460
29-04-2024;407.310
26-04-2024;406.880
25-04-2024;400.450
24-04-2024;402.160
23-04-2024;401.540
22-04-2024;398.700
19-04-2024;394.280
18-04-2024;398.700
17-04-2024;400.570
16-04-2024;403.330
15-04-2024;404.320
12-04-2024;409.280
11-04-2024;412.170
10-04-2024;406.810
09-04-2024;406.690
08-04-2024;406.240
05-04-2024;407.380
03-04-2024;408.370
02-04-2024;410.230
28-03-2024;412.950
27-03-2024;411.650
26-03-2024;407.920
25-03-2024;408.770
22-03-2024;410.780
21-03-2024;409.250
20-03-2024;408.550
19-03-2024;404.760
18-03-2024;401.460
15-03-2024;398.410
14-03-2024;401.310
13-03-2024;400.040
12-03-2024;401.710
11-03-2024;396.750
07-03-2024;398.710
06-03-2024;395.660
05-03-2024;395.190
04-03-2024;399.590
01-03-2024;401.350
29-02-2024;399.050
28-02-2024;396.190
27-02-2024;396.620
26-02-2024;395.950
23-02-2024;398.680
22-02-2024;398.990
21-02-2024;390.410
20-02-2024;389.090
19-02-2024;393.710
16-02-2024;393.650
15-02-2024;395.480
14-02-2024;395.380
13-02-2024;392.220
12-02-2024;395.730
09-02-2024;395.710
08-02-2024;393.520
07-02-2024;393.650
06-02-2024;391.130
05-02-2024;390.820
02-02-2024;388.910
01-02-2024;384.890
31-01-2024;378.700
30-01-2024;386.310
29-01-2024;388.290
26-01-2024;382.990
25-01-2024;384.460
24-01-2024;380.160
23-01-2024;382.100
22-01-2024;378.730
19-01-2024;378.210
18-01-2024;374.600
17-01-2024;371.500
16-01-2024;372.750
15-01-2024;371.110
12-01-2024;370.540
11-01-2024;371.170
10-01-2024;370.670
08-01-2024;368.900
05-01-2024;363.010
04-01-2024;363.180
03-01-2024;366.390
02-01-2024;367.890
