Date;Close
21-02-2025;25.890
20-02-2025;25.870
19-02-2025;25.880
18-02-2025;26.190
17-02-2025;26.000
14-02-2025;25.920
13-02-2025;25.820
12-02-2025;25.740
10-02-2025;25.570
07-02-2025;25.450
06-02-2025;25.710
05-02-2025;25.510
04-02-2025;25.220
03-02-2025;25.040
31-01-2025;25.410
30-01-2025;25.510
29-01-2025;25.280
28-01-2025;25.080
27-01-2025;24.830
24-01-2025;24.830
23-01-2025;24.880
22-01-2025;24.700
21-01-2025;24.790
20-01-2025;24.870
17-01-2025;24.670
16-01-2025;24.480
15-01-2025;24.530
14-01-2025;24.130
13-01-2025;23.990
10-01-2025;24.160
09-01-2025;24.420
08-01-2025;24.320
07-01-2025;24.360
06-01-2025;24.350
03-01-2025;24.190
02-01-2025;24.210
31-12-2024;23.950
30-12-2024;23.860
27-12-2024;23.900
26-12-2024;23.970
24-12-2024;23.820
23-12-2024;23.730
20-12-2024;23.730
19-12-2024;23.670
18-12-2024;23.990
17-12-2024;23.860
16-12-2024;24.170
13-12-2024;24.180
12-12-2024;24.270
11-12-2024;24.360
10-12-2024;24.540
09-12-2024;24.680
06-12-2024;24.780
05-12-2024;24.900
04-12-2024;24.690
03-12-2024;24.580
02-12-2024;24.390
29-11-2024;24.310
28-11-2024;24.280
27-11-2024;24.160
26-11-2024;24.130
25-11-2024;24.280
22-11-2024;24.180
21-11-2024;23.900
20-11-2024;23.900
19-11-2024;23.850
18-11-2024;24.000
15-11-2024;24.010
14-11-2024;23.900
13-11-2024;23.750
12-11-2024;23.790
11-11-2024;24.170
08-11-2024;24.110
07-11-2024;24.110
06-11-2024;24.000
05-11-2024;24.600
04-11-2024;24.550
01-11-2024;24.680
31-10-2024;24.400
30-10-2024;24.250
29-10-2024;24.460
28-10-2024;24.580
25-10-2024;24.430
24-10-2024;24.490
23-10-2024;24.500
22-10-2024;24.450
21-10-2024;24.490
18-10-2024;24.660
17-10-2024;24.610
16-10-2024;24.770
15-10-2024;24.650
14-10-2024;24.560
11-10-2024;24.430
10-10-2024;24.320
09-10-2024;24.520
08-10-2024;24.480
07-10-2024;24.390
04-10-2024;24.380
03-10-2024;24.290
02-10-2024;24.310
01-10-2024;24.490
30-09-2024;24.740
27-09-2024;25.000
26-09-2024;24.860
25-09-2024;24.630
24-09-2024;24.600
23-09-2024;24.570
20-09-2024;24.450
19-09-2024;24.570
18-09-2024;24.400
17-09-2024;24.440
16-09-2024;24.260
13-09-2024;24.200
12-09-2024;24.000
11-09-2024;23.850
10-09-2024;23.840
09-09-2024;23.940
06-09-2024;23.730
05-09-2024;23.910
04-09-2024;23.770
03-09-2024;23.910
02-09-2024;24.110
30-08-2024;24.110
29-08-2024;23.960
28-08-2024;23.960
27-08-2024;23.900
26-08-2024;23.850
23-08-2024;23.850
22-08-2024;23.640
21-08-2024;23.580
20-08-2024;23.520
19-08-2024;23.530
16-08-2024;23.280
15-08-2024;23.180
14-08-2024;23.010
13-08-2024;22.940
12-08-2024;22.810
09-08-2024;22.800
08-08-2024;22.680
07-08-2024;22.800
06-08-2024;22.410
05-08-2024;22.420
02-08-2024;23.010
01-08-2024;23.250
31-07-2024;23.480
30-07-2024;23.510
29-07-2024;23.450
26-07-2024;23.530
25-07-2024;23.440
24-07-2024;23.640
23-07-2024;23.700
22-07-2024;23.640
