Date;Close
21-02-2025;360.321
20-02-2025;366.151
19-02-2025;370.111
18-02-2025;370.716
17-02-2025;368.688
14-02-2025;367.460
13-02-2025;369.341
12-02-2025;366.855
11-02-2025;370.323
10-02-2025;372.784
07-02-2025;370.921
06-02-2025;373.171
05-02-2025;371.140
04-02-2025;368.441
03-02-2025;367.168
31-01-2025;369.653
30-01-2025;370.887
29-01-2025;366.947
28-01-2025;366.705
27-01-2025;363.681
24-01-2025;366.276
23-01-2025;369.795
22-01-2025;368.206
21-01-2025;369.841
20-01-2025;365.219
17-01-2025;367.491
16-01-2025;366.050
15-01-2025;364.061
14-01-2025;358.669
13-01-2025;359.030
10-01-2025;357.165
09-01-2025;360.661
08-01-2025;360.903
07-01-2025;360.488
06-01-2025;361.679
03-01-2025;364.471
02-01-2025;361.614
31-12-2024;358.722
30-12-2024;357.253
27-12-2024;358.147
26-12-2024;360.449
24-12-2024;359.675
23-12-2024;357.390
20-12-2024;356.823
19-12-2024;355.089
18-12-2024;355.472
17-12-2024;364.647
16-12-2024;367.775
13-12-2024;368.095
12-12-2024;371.061
11-12-2024;372.949
10-12-2024;370.776
09-12-2024;370.614
06-12-2024;373.074
05-12-2024;372.432
04-12-2024;375.972
03-12-2024;375.547
02-12-2024;376.806
29-11-2024;374.128
28-11-2024;373.045
27-11-2024;371.831
26-11-2024;374.256
25-11-2024;376.103
21-11-2024;366.374
20-11-2024;361.547
19-11-2024;359.840
18-11-2024;358.255
15-11-2024;359.087
14-11-2024;360.761
13-11-2024;363.416
12-11-2024;365.186
11-11-2024;368.622
08-11-2024;363.157
07-11-2024;360.361
06-11-2024;360.543
05-11-2024;345.665
04-11-2024;341.789
01-11-2024;342.374
31-10-2024;341.896
30-10-2024;345.425
29-10-2024;347.386
28-10-2024;347.074
25-10-2024;343.752
24-10-2024;345.845
23-10-2024;345.757
22-10-2024;347.691
21-10-2024;348.969
18-10-2024;352.406
17-10-2024;353.046
16-10-2024;351.581
15-10-2024;349.066
14-10-2024;348.094
11-10-2024;346.143
10-10-2024;342.620
09-10-2024;343.049
08-10-2024;341.090
07-10-2024;341.985
04-10-2024;343.776
03-10-2024;339.514
02-10-2024;340.793
01-10-2024;341.271
30-09-2024;341.889
27-09-2024;342.548
26-09-2024;340.652
24-09-2024;339.665
23-09-2024;339.247
20-09-2024;338.201
19-09-2024;341.214
18-09-2024;335.977
17-09-2024;335.758
16-09-2024;334.396
13-09-2024;334.235
12-09-2024;329.896
11-09-2024;326.935
10-09-2024;326.565
09-09-2024;325.923
06-09-2024;323.461
05-09-2024;328.649
04-09-2024;329.437
03-09-2024;332.012
02-09-2024;337.828
30-08-2024;338.460
29-08-2024;336.470
28-08-2024;333.955
27-08-2024;334.391
26-08-2024;334.869
23-08-2024;334.849
22-08-2024;329.725
21-08-2024;330.981
20-08-2024;328.503
19-08-2024;331.085
16-08-2024;330.211
15-08-2024;328.318
14-08-2024;322.264
13-08-2024;323.626
12-08-2024;319.663
09-08-2024;321.597
08-08-2024;321.040
07-08-2024;316.091
06-08-2024;317.425
05-08-2024;311.544
02-08-2024;324.377
01-08-2024;338.004
31-07-2024;344.593
30-07-2024;341.168
29-07-2024;340.341
26-07-2024;339.869
25-07-2024;335.603
24-07-2024;335.124
23-07-2024;340.141
22-07-2024;337.567
19-07-2024;334.401
18-07-2024;336.169
17-07-2024;339.174
16-07-2024;342.410
15-07-2024;335.296
12-07-2024;333.629
11-07-2024;331.399
10-07-2024;324.839
09-07-2024;322.413
08-07-2024;323.468
05-07-2024;322.775
04-07-2024;324.445
03-07-2024;323.817
02-07-2024;323.715
01-07-2024;323.395
28-06-2024;325.626
27-06-2024;324.806
26-06-2024;324.301
25-06-2024;324.734
24-06-2024;325.698
