Date;Close
2024-01-01;10.38
2024-01-02;10.37
2024-01-03;10.37
2024-01-04;10.35
2024-01-05;10.34
2024-01-06;10.34
2024-01-07;10.34
2024-01-08;10.35
2024-01-09;10.34
2024-01-10;10.33
2024-01-11;10.34
2024-01-12;10.37
2024-01-13;10.37
2024-01-14;10.37
2024-01-15;10.36
2024-01-16;10.36
2024-01-17;10.33
2024-01-18;10.34
2024-01-19;10.33
2024-01-20;10.33
2024-01-21;10.33
2024-01-22;10.34
2024-01-23;10.34
2024-01-24;10.34
2024-01-25;10.36
2024-01-26;10.36
2024-01-27;10.36
2024-01-28;10.36
2024-01-29;10.38
2024-01-30;10.37
2024-01-31;10.38
2024-02-01;10.37
2024-02-02;10.35
2024-02-03;10.35
2024-02-04;10.35
2024-02-05;10.34
2024-02-06;10.35
2024-02-07;10.34
2024-02-08;10.33
2024-02-09;10.32
2024-02-10;10.32
2024-02-11;10.32
2024-02-12;10.33
2024-02-13;10.32
2024-02-14;10.33
2024-02-15;10.33
2024-02-16;10.32
2024-02-17;10.33
2024-02-18;10.33
2024-02-19;10.32
2024-02-20;10.33
2024-02-21;10.32
2024-02-22;10.31
2024-02-23;10.33
2024-02-24;10.33
2024-02-25;10.33
2024-02-26;10.31
2024-02-27;10.32
2024-02-28;10.32
2024-02-29;10.32
2024-03-01;10.32
2024-03-02;10.32
2024-03-03;10.32
2024-03-04;10.32
2024-03-05;10.33
2024-03-06;10.34
2024-03-07;10.35
2024-03-08;10.36
2024-03-09;10.36
2024-03-10;10.36
2024-03-11;10.35
2024-03-12;10.35
2024-03-13;10.36
2024-03-14;10.34
2024-03-15;10.34
2024-03-16;10.34
2024-03-17;10.34
2024-03-18;10.34
2024-03-19;10.34
2024-03-20;10.34
2024-03-21;10.35
2024-03-22;10.35
2024-03-23;10.36
2024-03-24;10.36
2024-03-25;10.35
2024-03-26;10.36
2024-03-27;10.37
2024-03-28;10.36
2024-03-29;10.36
2024-03-30;10.36
2024-03-31;10.36
2024-04-01;10.36
