Date;Close
21-02-2025;55.780
20-02-2025;55.420
19-02-2025;55.730
18-02-2025;55.430
17-02-2025;55.070
14-02-2025;54.750
13-02-2025;54.730
12-02-2025;54.460
11-02-2025;54.640
10-02-2025;54.840
07-02-2025;54.090
06-02-2025;54.310
05-02-2025;53.970
04-02-2025;54.210
03-02-2025;54.030
31-01-2025;54.560
30-01-2025;54.080
29-01-2025;53.710
28-01-2025;53.550
27-01-2025;52.890
24-01-2025;53.620
23-01-2025;54.000
22-01-2025;54.220
21-01-2025;53.700
20-01-2025;53.650
17-01-2025;54.020
16-01-2025;53.560
15-01-2025;53.140
14-01-2025;52.260
13-01-2025;52.180
10-01-2025;52.660
09-01-2025;53.340
08-01-2025;53.240
07-01-2025;53.340
06-01-2025;53.710
03-01-2025;53.150
02-01-2025;53.130
31-12-2024;52.790
30-12-2024;52.590
27-12-2024;52.840
26-12-2024;53.490
24-12-2024;53.540
23-12-2024;53.040
20-12-2024;53.030
19-12-2024;53.120
18-12-2024;53.930
17-12-2024;53.660
16-12-2024;53.640
13-12-2024;53.630
12-12-2024;53.940
11-12-2024;53.870
10-12-2024;53.650
09-12-2024;53.870
06-12-2024;53.280
05-12-2024;53.110
04-12-2024;53.300
03-12-2024;52.840
02-12-2024;53.050
29-11-2024;52.280
28-11-2024;51.970
27-11-2024;51.720
26-11-2024;52.480
25-11-2024;52.500
22-11-2024;52.410
21-11-2024;51.750
20-11-2024;51.260
19-11-2024;51.040
18-11-2024;51.110
15-11-2024;50.970
14-11-2024;51.750
13-11-2024;51.800
12-11-2024;51.570
11-11-2024;51.980
08-11-2024;51.800
07-11-2024;51.810
06-11-2024;51.250
05-11-2024;49.980
04-11-2024;49.600
01-11-2024;49.940
31-10-2024;49.510
30-10-2024;50.520
29-10-2024;51.130
28-10-2024;50.800
25-10-2024;50.770
24-10-2024;50.380
23-10-2024;50.710
22-10-2024;50.720
21-10-2024;50.730
18-10-2024;50.900
17-10-2024;50.740
16-10-2024;50.390
15-10-2024;50.270
14-10-2024;50.410
11-10-2024;50.120
10-10-2024;49.850
09-10-2024;49.910
08-10-2024;49.520
07-10-2024;49.630
04-10-2024;49.890
03-10-2024;49.290
02-10-2024;49.270
01-10-2024;48.840
30-09-2024;48.850
27-09-2024;49.160
26-09-2024;48.880
25-09-2024;48.370
24-09-2024;48.410
23-09-2024;48.130
20-09-2024;47.770
19-09-2024;48.100
18-09-2024;47.090
17-09-2024;47.500
16-09-2024;47.080
13-09-2024;47.530
12-09-2024;47.130
11-09-2024;46.470
10-09-2024;46.360
09-09-2024;46.530
06-09-2024;46.040
05-09-2024;46.730
04-09-2024;46.990
03-09-2024;47.520
02-09-2024;48.250
30-08-2024;48.170
29-08-2024;48.480
28-08-2024;47.720
27-08-2024;47.910
26-08-2024;47.830
23-08-2024;47.880
22-08-2024;47.690
21-08-2024;47.680
20-08-2024;47.610
19-08-2024;47.740
16-08-2024;47.740
15-08-2024;47.570
14-08-2024;46.540
13-08-2024;46.590
12-08-2024;46.250
09-08-2024;45.870
08-08-2024;45.830
07-08-2024;45.830
06-08-2024;45.130
05-08-2024;44.680
02-08-2024;45.960
01-08-2024;48.210
31-07-2024;48.890
30-07-2024;48.130
29-07-2024;48.300
26-07-2024;48.040
